id,level,sp,type,range,target,power,duration,mp,success,weapon,class,requireskills,levelskills,stat1,value1,value2,stat2,value1,value2,stat3,value1,value2,char_level,aoe,aoeradius
899,9,1,15,0,0,0,0,0,0,0|0|0|0|0,42|0|0|0|0,0|0|0,0|0|0,55,0,10,55,900,0,0,0,0,0,0,0
901,1,1,8,0,0,10,300,30,120,241|242|0|0|0,42|0|0|0|0,0|0|0,0|0|0,17,0,12,17,100,0,0,0,0,0,0,0
902,2,1,8,0,0,15,300,42,120,241|242|0|0|0,42|0|0|0|0,0|0|0,0|0|0,17,0,13,17,150,0,0,0,0,0,0,0
903,3,1,8,0,0,20,300,54,120,241|242|0|0|0,42|0|0|0|0,0|0|0,0|0|0,17,0,14,17,200,0,0,0,0,0,0,0
904,4,1,8,0,0,25,300,66,120,241|242|0|0|0,42|0|0|0|0,0|0|0,0|0|0,17,0,15,17,250,0,0,0,0,0,0,0
905,5,1,8,0,0,30,300,78,120,241|242|0|0|0,42|0|0|0|0,0|0|0,0|0|0,17,0,16,17,300,0,0,0,0,0,0,0
906,6,1,8,0,0,35,300,90,120,241|242|0|0|0,42|0|0|0|0,0|0|0,0|0|0,17,0,17,17,350,0,0,0,0,0,0,0
907,7,1,8,0,0,40,300,102,120,241|242|0|0|0,42|0|0|0|0,0|0|0,0|0|0,17,0,18,17,400,0,0,0,0,0,0,0
908,8,1,8,0,0,45,300,114,120,241|242|0|0|0,42|0|0|0|0,0|0|0,0|0|0,17,0,19,17,450,0,0,0,0,0,0,0
909,9,1,8,0,0,50,300,126,120,241|242|0|0|0,42|0|0|0|0,0|0|0,0|0|0,17,0,20,17,500,0,0,0,0,0,0,0
911,1,1,15,0,0,0,0,0,0,0|0|0|0|0,42|0|0|0|0,0|0|0,0|0|0,55,0,2,57,2,0,0,0,0,0,0,0
912,2,1,15,0,0,0,0,0,0,0|0|0|0|0,42|0|0|0|0,0|0|0,0|0|0,55,0,3,57,3,0,0,0,0,0,0,0
913,3,1,15,0,0,0,0,0,0,0|0|0|0|0,42|0|0|0|0,0|0|0,0|0|0,55,0,4,57,4,0,0,0,0,0,0,0
914,4,1,15,0,0,0,0,0,0,0|0|0|0|0,42|0|0|0|0,0|0|0,0|0|0,55,0,5,57,5,0,0,0,0,0,0,0
915,5,1,15,0,0,0,0,0,0,0|0|0|0|0,42|0|0|0|0,0|0|0,0|0|0,55,0,6,57,6,0,0,0,0,0,0,0
916,6,1,15,0,0,0,0,0,0,0|0|0|0|0,42|0|0|0|0,0|0|0,0|0|0,55,0,7,57,7,0,0,0,0,0,0,0
917,7,1,15,0,0,0,0,0,0,0|0|0|0|0,42|0|0|0|0,0|0|0,0|0|0,55,0,8,57,8,0,0,0,0,0,0,0
918,8,1,15,0,0,0,0,0,0,0|0|0|0|0,42|0|0|0|0,0|0|0,0|0|0,55,0,9,57,9,0,0,0,0,0,0,0
919,9,1,15,0,0,0,0,0,0,0|0|0|0|0,42|0|0|0|0,0|0|0,0|0|0,55,0,10,57,10,0,0,0,0,0,0,0
921,1,1,11,1600,3,0,0,12,100,241|242|0|0|0,42|0|0|0|0,911|0|0,1|0|0,16,100,0,0,0,0,0,0,0,0,0,0
922,2,1,11,1600,3,0,0,14,105,241|242|0|0|0,42|0|0|0|0,911|0|0,1|0|0,16,200,0,0,0,0,0,0,0,0,0,0
923,3,1,11,1600,3,0,0,16,110,241|242|0|0|0,42|0|0|0|0,911|0|0,1|0|0,16,300,0,0,0,0,0,0,0,0,0,0
924,4,1,11,1600,3,0,0,18,115,241|242|0|0|0,42|0|0|0|0,911|0|0,1|0|0,16,400,0,0,0,0,0,0,0,0,0,0
925,5,1,11,1600,3,0,0,20,115,241|242|0|0|0,42|0|0|0|0,911|0|0,1|0|0,16,500,0,0,0,0,0,0,0,0,0,0
926,1,1,9,1600,3,0,420,64,130,241|242|0|0|0,42|0|0|0|0,931|0|0,1|0|0,23,0,10,0,0,0,0,0,0,0,0,0
927,2,1,9,1600,3,0,480,82,130,241|242|0|0|0,42|0|0|0|0,931|0|0,3|0|0,23,0,20,0,0,0,0,0,0,0,0,0
928,3,1,9,1600,3,0,540,100,130,241|242|0|0|0,42|0|0|0|0,931|0|0,5|0|0,23,0,30,0,0,0,0,0,0,0,0,0
929,4,1,9,1600,3,0,600,118,130,241|242|0|0|0,42|0|0|0|0,931|0|0,7|0|0,23,0,40,0,0,0,0,0,0,0,0,0
930,5,1,9,1600,3,0,660,136,130,241|242|0|0|0,42|0|0|0|0,931|0|0,9|0|0,23,0,50,0,0,0,0,0,0,0,0,0
931,1,1,15,0,0,0,0,0,0,0|0|0|0|0,42|0|0|0|0,0|0|0,0|0|0,114,3,0,0,0,0,0,0,0,0,0,0
932,2,1,15,0,0,0,0,0,0,0|0|0|0|0,42|0|0|0|0,0|0|0,0|0|0,114,4,0,0,0,0,0,0,0,0,0,0
933,3,1,15,0,0,0,0,0,0,0|0|0|0|0,42|0|0|0|0,0|0|0,0|0|0,114,5,0,0,0,0,0,0,0,0,0,0
934,4,1,15,0,0,0,0,0,0,0|0|0|0|0,42|0|0|0|0,0|0|0,0|0|0,114,6,0,57,1,0,0,0,0,0,0,0
935,5,1,15,0,0,0,0,0,0,0|0|0|0|0,42|0|0|0|0,0|0|0,0|0|0,114,7,0,57,1,0,0,0,0,0,0,0
936,6,1,15,0,0,0,0,0,0,0|0|0|0|0,42|0|0|0|0,0|0|0,0|0|0,114,8,0,57,1,0,0,0,0,0,0,0
937,7,1,15,0,0,0,0,0,0,0|0|0|0|0,42|0|0|0|0,0|0|0,0|0|0,114,9,0,57,2,0,0,0,0,0,0,0
938,8,1,15,0,0,0,0,0,0,0|0|0|0|0,42|0|0|0|0,0|0|0,0|0|0,114,10,0,57,2,0,0,0,0,0,0,0
939,9,1,15,0,0,0,0,0,0,0|0|0|0|0,42|0|0|0|0,0|0|0,0|0|0,114,11,0,57,2,0,0,0,0,0,0,0
940,10,1,15,0,0,0,0,0,0,0|0|0|0|0,42|0|0|0|0,0|0|0,0|0|0,114,12,0,57,3,0,0,0,0,0,0,0
941,11,1,15,0,0,0,0,0,0,0|0|0|0|0,42|0|0|0|0,0|0|0,0|0|0,114,13,0,57,3,0,0,0,0,0,0,0
942,12,1,15,0,0,0,0,0,0,0|0|0|0|0,42|0|0|0|0,0|0|0,0|0|0,114,14,0,57,3,0,0,0,0,0,0,0
943,13,1,15,0,0,0,0,0,0,0|0|0|0|0,42|0|0|0|0,0|0|0,0|0|0,114,15,0,57,4,0,0,0,0,0,0,0
944,14,1,15,0,0,0,0,0,0,0|0|0|0|0,42|0|0|0|0,0|0|0,0|0|0,114,16,0,57,4,0,0,0,0,0,0,0
945,15,1,15,0,0,0,0,0,0,0|0|0|0|0,42|0|0|0|0,0|0|0,0|0|0,114,17,0,57,4,0,0,0,0,0,0,0
946,16,1,15,0,0,0,0,0,0,0|0|0|0|0,42|0|0|0|0,0|0|0,0|0|0,114,18,0,57,5,0,0,0,0,0,0,0
947,17,1,15,0,0,0,0,0,0,0|0|0|0|0,42|0|0|0|0,0|0|0,0|0|0,114,19,0,57,5,0,0,0,0,0,0,0
948,18,1,15,0,0,0,0,0,0,0|0|0|0|0,42|0|0|0|0,0|0|0,0|0|0,114,20,0,57,5,0,0,0,0,0,0,0
951,1,1,6,1800,5,30,0,15,120,241|242|0|0|0,42|0|0|0|0,931|0|0,1|0|0,0,0,0,0,0,0,0,0,0,0,0,0
952,2,1,6,1800,5,48,0,17,120,241|242|0|0|0,42|0|0|0|0,931|0|0,2|0|0,0,0,0,0,0,0,0,0,0,0,0,0
953,3,1,6,1800,5,66,0,19,120,241|242|0|0|0,42|0|0|0|0,931|0|0,3|0|0,0,0,0,0,0,0,0,0,0,0,0,0
954,4,1,6,1800,5,84,0,21,120,241|242|0|0|0,42|0|0|0|0,931|0|0,4|0|0,0,0,0,0,0,0,0,0,0,0,0,0
955,5,1,6,1800,5,102,0,23,120,241|242|0|0|0,42|0|0|0|0,931|0|0,5|0|0,0,0,0,0,0,0,0,0,0,0,0,0
956,6,1,6,1800,5,120,0,25,120,241|242|0|0|0,42|0|0|0|0,931|0|0,6|0|0,0,0,0,0,0,0,0,0,0,0,0,0
957,7,1,6,1800,5,138,0,27,120,241|242|0|0|0,42|0|0|0|0,931|0|0,7|0|0,0,0,0,0,0,0,0,0,0,0,0,0
958,8,1,6,1800,5,156,0,29,120,241|242|0|0|0,42|0|0|0|0,931|0|0,8|0|0,0,0,0,0,0,0,0,0,0,0,0,0
959,9,1,6,1800,5,174,0,31,120,241|242|0|0|0,42|0|0|0|0,931|0|0,9|0|0,0,0,0,0,0,0,0,0,0,0,0,0
961,1,1,6,1800,5,200,2,45,110,241|242|0|0|0,42|0|0|0|0,931|951|0,10|9|0,0,0,0,0,0,0,0,0,0,0,0,0
962,2,1,6,1800,5,215,2,51,110,241|242|0|0|0,42|0|0|0|0,931|951|0,11|9|0,0,0,0,0,0,0,0,0,0,0,0,0
963,3,1,6,1800,5,230,2,57,110,241|242|0|0|0,42|0|0|0|0,931|951|0,12|9|0,0,0,0,0,0,0,0,0,0,0,0,0
964,4,1,6,1800,5,245,2,63,110,241|242|0|0|0,42|0|0|0|0,931|951|0,13|9|0,0,0,0,0,0,0,0,0,0,0,0,0
965,5,1,6,1800,5,260,2,69,110,241|242|0|0|0,42|0|0|0|0,931|951|0,14|9|0,0,0,0,0,0,0,0,0,0,0,0,0
966,6,1,6,1800,5,275,2,75,110,241|242|0|0|0,42|0|0|0|0,931|951|0,15|9|0,0,0,0,0,0,0,0,0,0,0,0,0
967,7,1,6,1800,5,290,2,81,110,241|242|0|0|0,42|0|0|0|0,931|951|0,16|9|0,0,0,0,0,0,0,0,0,0,0,0,0
968,8,1,6,1800,5,305,2,87,110,241|242|0|0|0,42|0|0|0|0,931|951|0,17|9|0,0,0,0,0,0,0,0,0,0,0,0,0
969,9,1,6,1800,5,320,2,93,110,241|242|0|0|0,42|0|0|0|0,931|951|0,18|9|0,0,0,0,0,0,0,0,0,0,0,0,0
971,1,1,14,0,0,0,0,168,100,241|242|0|0|0,42|0|0|0|0,1021|0|0,1|0|0,0,0,0,0,0,0,0,0,0,0,0,0
972,2,1,14,0,0,0,0,203,100,241|242|0|0|0,42|0|0|0|0,1021|0|0,3|0|0,0,0,0,0,0,0,0,0,0,0,0,0
973,3,1,14,0,0,0,0,238,100,241|242|0|0|0,42|0|0|0|0,1021|0|0,5|0|0,0,0,0,0,0,0,0,0,0,0,0,0
974,4,1,14,0,0,0,0,273,100,241|242|0|0|0,42|0|0|0|0,1021|0|0,7|0|0,0,0,0,0,0,0,0,0,0,0,0,0
975,5,1,14,0,0,0,0,308,100,241|242|0|0|0,42|0|0|0|0,1021|0|0,9|0|0,0,0,0,0,0,0,0,0,0,0,0,0
976,1,1,20,500,9,10,0,67,100,241|242|0|0|0,42|0|0|0|0,981|0|0,1|0|0,0,0,0,0,0,0,0,0,0,0,0,0
977,2,1,20,500,9,15,0,91,100,241|242|0|0|0,42|0|0|0|0,981|0|0,2|0|0,0,0,0,0,0,0,0,0,0,0,0,0
978,3,1,20,500,9,20,0,115,100,241|242|0|0|0,42|0|0|0|0,981|0|0,3|0|0,0,0,0,0,0,0,0,0,0,0,0,0
979,4,1,20,500,9,25,0,139,100,241|242|0|0|0,42|0|0|0|0,981|0|0,4|0|0,0,0,0,0,0,0,0,0,0,0,0,0
980,5,1,20,500,9,30,0,163,100,241|242|0|0|0,42|0|0|0|0,981|0|0,5|0|0,0,0,0,0,0,0,0,0,0,0,0,0
981,1,1,11,1600,3,0,0,22,100,241|242|0|0|0,42|0|0|0|0,931|921|0,1|5|0,16,550,0,0,0,0,0,0,0,0,0,0
982,2,1,11,1600,3,0,0,26,110,241|242|0|0|0,42|0|0|0|0,931|921|0,3|5|0,16,700,0,0,0,0,0,0,0,0,0,0
983,3,1,11,1600,3,0,0,31,120,241|242|0|0|0,42|0|0|0|0,931|921|0,5|5|0,16,850,0,0,0,0,0,0,0,0,0,0
984,4,1,11,1600,3,0,0,37,130,241|242|0|0|0,42|0|0|0|0,931|921|0,7|5|0,16,1000,0,0,0,0,0,0,0,0,0,0
985,5,1,11,1600,3,0,0,44,140,241|242|0|0|0,42|0|0|0|0,931|921|0,9|5|0,16,1150,0,0,0,0,0,0,0,0,0,0
986,1,1,9,1600,3,0,420,51,130,241|242|0|0|0,42|0|0|0|0,931|0|0,1|0|0,18,0,9,0,0,0,0,0,0,0,0,0
987,2,1,9,1600,3,0,450,62,130,241|242|0|0|0,42|0|0|0|0,931|0|0,3|0|0,18,0,11,0,0,0,0,0,0,0,0,0
988,3,1,9,1600,3,0,480,73,130,241|242|0|0|0,42|0|0|0|0,931|0|0,5|0|0,18,0,13,0,0,0,0,0,0,0,0,0
989,4,1,9,1600,3,0,510,84,130,241|242|0|0|0,42|0|0|0|0,931|0|0,7|0|0,18,0,15,0,0,0,0,0,0,0,0,0
990,5,1,9,1600,3,0,540,95,130,241|242|0|0|0,42|0|0|0|0,931|0|0,9|0|0,18,0,17,0,0,0,0,0,0,0,0,0
991,6,1,9,1600,3,0,570,106,130,241|242|0|0|0,42|0|0|0|0,931|0|0,11|0|0,18,0,19,0,0,0,0,0,0,0,0,0
992,7,1,9,1600,3,0,600,117,130,241|242|0|0|0,42|0|0|0|0,931|0|0,13|0|0,18,0,21,0,0,0,0,0,0,0,0,0
993,8,1,9,1600,3,0,630,128,130,241|242|0|0|0,42|0|0|0|0,931|0|0,15|0|0,18,0,23,0,0,0,0,0,0,0,0,0
994,9,1,9,1600,3,0,660,139,103,241|242|0|0|0,42|0|0|0|0,931|0|0,17|0|0,18,0,25,0,0,0,0,0,0,0,0,0
996,1,1,9,1600,3,0,420,51,130,241|242|0|0|0,42|0|0|0|0,931|0|0,1|0|0,19,0,9,0,0,0,0,0,0,0,0,0
997,2,1,9,1600,3,0,450,62,130,241|242|0|0|0,42|0|0|0|0,931|0|0,3|0|0,19,0,11,0,0,0,0,0,0,0,0,0
998,3,1,9,1600,3,0,480,73,130,241|242|0|0|0,42|0|0|0|0,931|0|0,5|0|0,19,0,13,0,0,0,0,0,0,0,0,0
999,4,1,9,1600,3,0,510,84,130,241|242|0|0|0,42|0|0|0|0,931|0|0,7|0|0,19,0,15,0,0,0,0,0,0,0,0,0
1000,5,1,9,1600,3,0,540,95,130,241|242|0|0|0,42|0|0|0|0,931|0|0,9|0|0,19,0,17,0,0,0,0,0,0,0,0,0
1001,6,1,9,1600,3,0,570,106,130,241|242|0|0|0,42|0|0|0|0,931|0|0,11|0|0,19,0,19,0,0,0,0,0,0,0,0,0
1002,7,1,9,1600,3,0,600,117,130,241|242|0|0|0,42|0|0|0|0,931|0|0,13|0|0,19,0,21,0,0,0,0,0,0,0,0,0
1003,8,1,9,1600,3,0,630,128,130,241|242|0|0|0,42|0|0|0|0,931|0|0,15|0|0,19,0,23,0,0,0,0,0,0,0,0,0
1004,9,1,9,1600,3,0,660,139,130,241|242|0|0|0,42|0|0|0|0,931|0|0,17|0|0,19,0,25,0,0,0,0,0,0,0,0,0
1006,1,1,11,1600,8,0,0,60,130,241|242|0|0|0,42|0|0|0|0,0|0|0,0|0|0,0,0,0,0,0,0,0,0,0,0,0,0
1007,2,1,11,1600,8,0,0,70,130,241|242|0|0|0,42|0|0|0|0,0|0|0,0|0|0,0,0,0,0,0,0,0,0,0,0,0,0
1008,3,1,11,1600,8,0,0,80,130,241|242|0|0|0,42|0|0|0|0,0|0|0,0|0|0,0,0,0,0,0,0,0,0,0,0,0,0
1009,4,1,11,1600,8,0,0,90,130,241|242|0|0|0,42|0|0|0|0,0|0|0,0|0|0,0,0,0,0,0,0,0,0,0,0,0,0
1011,1,1,9,1600,3,0,420,51,130,241|242|0|0|0,42|0|0|0|0,931|0|0,1|0|0,20,0,9,0,0,0,0,0,0,0,0,0
1012,2,1,9,1600,3,0,450,62,130,241|242|0|0|0,42|0|0|0|0,931|0|0,3|0|0,20,0,11,0,0,0,0,0,0,0,0,0
1013,3,1,9,1600,3,0,480,73,130,241|242|0|0|0,42|0|0|0|0,931|0|0,5|0|0,20,0,13,0,0,0,0,0,0,0,0,0
1014,4,1,9,1600,3,0,510,84,130,241|242|0|0|0,42|0|0|0|0,931|0|0,7|0|0,20,0,15,0,0,0,0,0,0,0,0,0
1015,5,1,9,1600,3,0,540,95,130,241|242|0|0|0,42|0|0|0|0,931|0|0,9|0|0,20,0,17,0,0,0,0,0,0,0,0,0
1016,6,1,9,1600,3,0,570,106,130,241|242|0|0|0,42|0|0|0|0,931|0|0,11|0|0,20,0,19,0,0,0,0,0,0,0,0,0
1017,7,1,9,1600,3,0,600,117,130,241|242|0|0|0,42|0|0|0|0,931|0|0,13|0|0,20,0,21,0,0,0,0,0,0,0,0,0
1018,8,1,9,1600,3,0,630,128,130,241|242|0|0|0,42|0|0|0|0,931|0|0,15|0|0,20,0,23,0,0,0,0,0,0,0,0,0
1019,9,1,9,1600,3,0,660,139,130,241|242|0|0|0,42|0|0|0|0,931|0|0,17|0|0,20,0,25,0,0,0,0,0,0,0,0,0
1021,1,1,14,0,0,0,0,154,100,241|242|0|0|0,42|0|0|0|0,931|0|0,1|0|0,0,0,0,0,0,0,0,0,0,0,0,0
1022,2,1,14,0,0,0,0,177,100,241|242|0|0|0,42|0|0|0|0,931|0|0,2|0|0,0,0,0,0,0,0,0,0,0,0,0,0
1023,3,1,14,0,0,0,0,200,100,241|242|0|0|0,42|0|0|0|0,931|0|0,3|0|0,0,0,0,0,0,0,0,0,0,0,0,0
1024,4,1,14,0,0,0,0,223,100,241|242|0|0|0,42|0|0|0|0,931|0|0,4|0|0,0,0,0,0,0,0,0,0,0,0,0,0
1025,5,1,14,0,0,0,0,246,100,241|242|0|0|0,42|0|0|0|0,931|0|0,5|0|0,0,0,0,0,0,0,0,0,0,0,0,0
1026,6,1,14,0,0,0,0,269,100,241|242|0|0|0,42|0|0|0|0,931|0|0,6|0|0,0,0,0,0,0,0,0,0,0,0,0,0
1027,7,1,14,0,0,0,0,292,100,241|242|0|0|0,42|0|0|0|0,931|0|0,7|0|0,0,0,0,0,0,0,0,0,0,0,0,0
1028,8,1,14,0,0,0,0,315,100,241|242|0|0|0,42|0|0|0|0,931|0|0,8|0|0,0,0,0,0,0,0,0,0,0,0,0,0
1029,9,1,14,0,0,0,0,338,100,241|242|0|0|0,42|0|0|0|0,931|0|0,9|0|0,0,0,0,0,0,0,0,0,0,0,0,0
1031,1,1,10,0,1,0,0,24,90,241|242|0|0|0,42|0|0|0|0,981|0|0,1|0|0,16,151,0,0,0,0,0,0,0,0,1,1500
1032,2,1,10,0,1,0,0,30,90,241|242|0|0|0,42|0|0|0|0,981|0|0,2|0|0,16,252,0,0,0,0,0,0,0,0,1,1500
1033,3,1,10,0,1,0,0,36,90,241|242|0|0|0,42|0|0|0|0,981|0|0,3|0|0,16,353,0,0,0,0,0,0,0,0,1,1500
1034,4,1,10,0,1,0,0,42,90,241|242|0|0|0,42|0|0|0|0,981|0|0,4|0|0,16,454,0,0,0,0,0,0,0,0,1,1500
1035,5,1,10,0,1,0,0,48,90,241|242|0|0|0,42|0|0|0|0,981|0|0,5|0|0,16,555,0,0,0,0,0,0,0,0,1,1500
1036,1,1,8,0,1,0,420,43,130,241|242|0|0|0,42|0|0|0|0,931|0|0,1|0|0,38,0,10,39,0,10,0,0,0,0,1,1500
1037,2,1,8,0,1,0,480,75,130,241|242|0|0|0,42|0|0|0|0,931|0|0,6|0|0,38,0,20,39,0,20,0,0,0,0,1,1500
1038,3,1,8,0,1,0,540,107,130,241|242|0|0|0,42|0|0|0|0,931|0|0,12|0|0,38,0,30,39,0,30,0,0,0,0,1,1500
1039,4,1,8,0,1,0,600,139,130,241|242|0|0|0,42|0|0|0|0,931|0|0,18|0|0,38,0,40,39,0,40,0,0,0,0,1,1500
1041,1,1,10,0,1,0,0,54,130,241|242|0|0|0,42|0|0|0|0,931|1031|0,10|5|0,16,656,0,0,0,0,0,0,0,0,1,1500
1042,2,1,10,0,1,0,0,60,130,241|242|0|0|0,42|0|0|0|0,931|1031|0,12|5|0,16,757,0,0,0,0,0,0,0,0,1,1500
1043,3,1,10,0,1,0,0,66,130,241|242|0|0|0,42|0|0|0|0,931|1031|0,14|5|0,16,858,0,0,0,0,0,0,0,0,1,1500
1044,4,1,10,0,1,0,0,72,130,241|242|0|0|0,42|0|0|0|0,931|1031|0,16|5|0,16,959,0,0,0,0,0,0,0,0,1,1500
1045,5,1,10,0,1,0,0,78,130,241|242|0|0|0,42|0|0|0|0,931|1031|0,18|5|0,16,1060,0,0,0,0,0,0,0,0,1,1500
1046,1,1,8,0,0,0,0,200,0,241|0|0|0|0,63|0|0|0|0,0|0|0,0|0|0,18,0,0,19,0,0,0,0,0,0,0,0
1051,1,1,15,0,0,0,0,0,0,241|0|0|0|0,63|0|0|0|0,801|0|0,18|0|0,113,38,0,0,0,0,0,0,0,0,0,0
1052,2,1,15,0,0,0,0,0,0,241|0|0|0|0,63|0|0|0|0,801|0|0,18|0|0,113,40,0,0,0,0,0,0,0,0,0,0
1053,3,1,15,0,0,0,0,0,0,241|0|0|0|0,63|0|0|0|0,801|0|0,18|0|0,113,42,0,0,0,0,0,0,0,0,0,0
1054,4,1,15,0,0,0,0,0,0,241|0|0|0|0,63|0|0|0|0,801|0|0,18|0|0,113,44,0,0,0,0,0,0,0,0,0,0
1055,5,1,15,0,0,0,0,0,0,241|0|0|0|0,63|0|0|0|0,801|0|0,18|0|0,113,46,0,0,0,0,0,0,0,0,0,0
1056,6,1,15,0,0,0,0,0,0,241|0|0|0|0,63|0|0|0|0,801|0|0,18|0|0,113,48,0,0,0,0,0,0,0,0,0,0
1057,7,1,15,0,0,0,0,0,0,241|0|0|0|0,63|0|0|0|0,801|0|0,18|0|0,113,50,0,0,0,0,0,0,0,0,0,0
1058,8,1,15,0,0,0,0,0,0,241|0|0|0|0,63|0|0|0|0,801|0|0,18|0|0,113,52,0,0,0,0,0,0,0,0,0,0
1059,9,1,15,0,0,0,0,0,0,241|0|0|0|0,63|0|0|0|0,801|0|0,18|0|0,113,54,0,0,0,0,0,0,0,0,0,0
1060,10,1,15,0,0,0,0,0,0,241|0|0|0|0,63|0|0|0|0,801|0|0,18|0|0,113,56,0,0,0,0,0,0,0,0,0,0
1061,11,1,15,0,0,0,0,0,0,241|0|0|0|0,63|0|0|0|0,801|0|0,18|0|0,113,58,0,0,0,0,0,0,0,0,0,0
1062,12,1,15,0,0,0,0,0,0,241|0|0|0|0,63|0|0|0|0,801|0|0,18|0|0,113,60,0,0,0,0,0,0,0,0,0,0
1063,13,1,15,0,0,0,0,0,0,241|0|0|0|0,63|0|0|0|0,801|0|0,18|0|0,113,62,0,0,0,0,0,0,0,0,0,0
1064,14,1,15,0,0,0,0,0,0,241|0|0|0|0,63|0|0|0|0,801|0|0,18|0|0,113,64,0,0,0,0,0,0,0,0,0,0
1065,15,1,15,0,0,0,0,0,0,241|0|0|0|0,63|0|0|0|0,801|0|0,18|0|0,113,66,0,0,0,0,0,0,0,0,0,0
1066,16,1,15,0,0,0,0,0,0,241|0|0|0|0,63|0|0|0|0,801|0|0,18|0|0,113,68,0,0,0,0,0,0,0,0,0,0
1067,17,1,15,0,0,0,0,0,0,241|0|0|0|0,63|0|0|0|0,801|0|0,18|0|0,113,70,0,0,0,0,0,0,0,0,0,0
1068,18,1,15,0,0,0,0,0,0,241|0|0|0|0,63|0|0|0|0,801|0|0,18|0|0,113,72,0,0,0,0,0,0,0,0,0,0
1071,1,1,6,1900,5,701,10,161,115,241|0|0|0|0,63|0|0|0|0,1051|831|0,1|9|0,23,0,33,0,0,0,0,0,0,0,0,0
1072,2,1,6,1900,5,738,10,169,115,241|0|0|0|0,63|0|0|0|0,1051|831|0,2|9|0,23,0,35,0,0,0,0,0,0,0,0,0
1073,3,1,6,1900,5,775,10,177,115,241|0|0|0|0,63|0|0|0|0,1051|831|0,3|9|0,23,0,37,0,0,0,0,0,0,0,0,0
1074,4,1,6,1900,5,812,10,185,115,241|0|0|0|0,63|0|0|0|0,1051|831|0,4|9|0,23,0,39,0,0,0,0,0,0,0,0,0
1075,5,1,6,1900,5,849,10,193,115,241|0|0|0|0,63|0|0|0|0,1051|831|0,5|9|0,23,0,41,0,0,0,0,0,0,0,0,0
1076,6,1,6,1900,5,886,10,201,115,241|0|0|0|0,63|0|0|0|0,1051|831|0,6|9|0,23,0,43,0,0,0,0,0,0,0,0,0
1077,7,1,6,1900,5,923,10,209,115,241|0|0|0|0,63|0|0|0|0,1051|831|0,7|9|0,23,0,45,0,0,0,0,0,0,0,0,0
1078,8,1,6,1900,5,960,10,217,115,241|0|0|0|0,63|0|0|0|0,1051|831|0,8|9|0,23,0,47,0,0,0,0,0,0,0,0,0
1079,9,1,6,1900,5,997,10,225,115,241|0|0|0|0,63|0|0|0|0,1051|831|0,9|9|0,23,0,49,0,0,0,0,0,0,0,0,0
1081,1,1,17,0,5,423,8,230,140,241|0|0|0|0,63|0|0|0|0,1051|846|0,9|4|0,0,0,0,0,0,0,0,0,0,0,1,900
1082,2,1,17,0,5,464,8,254,145,241|0|0|0|0,63|0|0|0|0,1051|846|0,9|4|0,0,0,0,0,0,0,0,0,0,0,1,950
1083,3,1,17,0,5,505,8,278,150,241|0|0|0|0,63|0|0|0|0,1051|846|0,9|4|0,0,0,0,0,0,0,0,0,0,0,1,1000
1084,4,1,17,0,5,546,8,302,155,241|0|0|0|0,63|0|0|0|0,1051|846|0,9|4|0,0,0,0,0,0,0,0,0,0,0,1,1050
1086,1,1,6,2000,5,1035,12,233,115,241|0|0|0|0,63|0|0|0|0,1051|1071|0,10|9|0,23,0,49,0,0,0,0,0,0,0,0,0
1087,2,1,6,2000,5,1073,12,241,115,241|0|0|0|0,63|0|0|0|0,1051|1071|0,11|9|0,23,0,51,0,0,0,0,0,0,0,0,0
1088,3,1,6,2000,5,1111,12,249,115,241|0|0|0|0,63|0|0|0|0,1051|1071|0,12|9|0,23,0,53,0,0,0,0,0,0,0,0,0
1089,4,1,6,2000,5,1149,12,257,115,241|0|0|0|0,63|0|0|0|0,1051|1071|0,13|9|0,23,0,55,0,0,0,0,0,0,0,0,0
1090,5,1,6,2000,5,1187,12,265,115,241|0|0|0|0,63|0|0|0|0,1051|1071|0,14|9|0,23,0,57,0,0,0,0,0,0,0,0,0
1091,6,1,6,2000,5,1225,12,273,115,241|0|0|0|0,63|0|0|0|0,1051|1071|0,15|9|0,23,0,59,0,0,0,0,0,0,0,0,0
1092,7,1,6,2000,5,1263,12,281,115,241|0|0|0|0,63|0|0|0|0,1051|1071|0,16|9|0,23,0,61,0,0,0,0,0,0,0,0,0
1093,8,1,6,2000,5,1301,12,289,115,241|0|0|0|0,63|0|0|0|0,1051|1071|0,17|9|0,23,0,63,0,0,0,0,0,0,0,0,0
1094,9,1,6,2000,5,1339,12,297,115,241|0|0|0|0,63|0|0|0|0,1051|1071|0,18|9|0,23,0,65,0,0,0,0,0,0,0,0,0
1096,1,1,17,0,5,591,10,328,160,241|0|0|0|0,63|0|0|0|0,1081|0|0,4|0|0,0,0,0,0,0,0,0,0,0,0,1,1100
1097,2,1,17,0,5,636,10,354,165,241|0|0|0|0,63|0|0|0|0,1081|0|0,4|0|0,0,0,0,0,0,0,0,0,0,0,1,1150
1098,3,1,17,0,5,681,10,380,170,241|0|0|0|0,63|0|0|0|0,1081|0|0,4|0|0,0,0,0,0,0,0,0,0,0,0,1,1200
1099,4,1,17,0,5,726,10,406,175,241|0|0|0|0,63|0|0|0|0,1081|0|0,4|0|0,0,0,0,0,0,0,0,0,0,0,1,1250
