id,life,walkspeed,runspeed,drivespeed,weapon,subweapon,level,hp,attackpower,hitrate,defense,magicdefense,dodge,attackspeed,AI,exp,dropid,money,item,tab1,tab2,tab3,specialtab,attackdistance,aggresive,shp
380,0,270,1100,240,0,0,100,485,1286,236,393,293,63,100,336,3020,390,0,100,0,0,0,0,250,11,700
381,0,270,1100,255,0,0,115,534,1417,269,467,351,69,105,137,3471,422,0,100,0,0,0,0,250,11,700
382,0,300,1100,285,0,0,125,611,1477,292,518,392,68,110,337,3772,437,0,100,0,0,0,0,250,11,850
383,0,300,1100,300,0,0,135,657,1470,315,572,435,70,120,338,4073,451,0,100,0,0,0,0,250,11,850
384,0,230,700,150,1079,0,92,33,779,207,185,303,113,100,149,416,459,0,60,0,0,0,0,1350,7,400
385,0,250,700,150,1079,0,107,34,868,237,223,369,133,105,149,480,459,0,60,0,0,0,0,1400,7,400
386,0,280,700,150,1079,0,117,36,909,258,249,415,146,110,149,522,459,0,60,0,0,0,0,1500,7,400
387,0,280,700,150,1079,0,127,37,992,280,276,462,160,110,149,564,459,0,60,0,0,0,0,1500,7,400
388,0,280,700,190,1079,0,135,38,1058,298,299,502,172,110,272,598,525,0,60,0,0,0,0,1500,7,390
389,0,280,670,165,0,0,112,50,764,252,418,313,179,125,123,501,358,0,60,0,0,0,0,200,4,0
390,0,300,710,180,0,0,117,51,769,263,441,332,188,130,123,522,359,0,60,0,0,0,0,200,4,0
391,0,220,550,180,1008,0,99,48,764,225,359,267,157,110,124,446,454,0,60,0,0,0,0,250,4,0
392,0,225,560,190,1008,304,105,61,812,244,379,288,167,110,126,522,455,0,60,0,0,0,0,250,8,0
393,0,275,640,200,1092,0,110,50,937,248,408,306,176,100,130,492,456,0,60,0,0,0,0,1500,4,400
394,0,290,670,225,1036,0,112,63,796,260,410,313,179,120,132,554,457,0,60,0,0,0,0,250,8,400
395,0,300,710,370,1055,0,145,139,1246,359,643,571,320,110,270,1220,277,0,60,0,0,0,0,250,10,600
396,0,300,710,430,1055,0,155,983,1861,363,684,524,58,110,270,4675,685,0,100,0,0,0,0,250,11,700
397,0,250,700,140,338,0,124,36,1012,273,268,448,156,105,271,552,282,0,60,0,0,0,0,600,7,430
398,0,0,0,0,0,0,88,223,464,277,396,186,134,0,0,0,0,0,0,0,0,0,0,0,0,0
399,0,0,0,0,0,0,88,243,485,315,434,221,151,0,0,0,0,0,0,0,0,0,0,0,0,0
400,0,0,0,0,0,0,88,262,539,334,460,248,172,0,0,0,0,0,0,0,0,0,0,0,0,0
401,0,220,650,260,167,0,47,100,398,139,172,138,101,110,71,0,301,0,60,0,0,0,0,350,10,0
402,0,260,670,330,138,0,66,109,553,176,247,206,138,110,72,0,302,0,60,0,0,0,0,350,10,0
403,0,240,450,350,1075,0,60,107,462,164,222,184,126,120,73,0,303,0,60,0,0,0,0,1500,10,700
404,0,230,680,350,105,0,70,111,538,184,264,222,146,120,67,0,304,0,60,0,0,0,0,350,10,0
405,0,260,720,340,0,0,80,115,670,205,308,262,167,110,74,0,305,0,60,0,0,0,0,250,10,0
406,0,260,700,380,0,0,76,114,583,197,290,246,158,120,75,0,306,0,60,0,0,0,0,250,10,0
407,0,200,700,400,134,6,85,117,653,216,331,283,178,120,68,0,307,0,60,0,0,0,0,350,10,0
408,0,300,500,460,1084,0,95,122,878,238,378,326,200,100,76,0,308,0,60,0,0,0,0,1200,10,0
409,0,300,700,390,0,0,100,123,772,249,403,349,211,120,77,0,0,0,60,0,0,0,0,250,10,0
410,0,300,720,400,175,0,110,127,853,273,453,395,234,120,78,0,310,0,60,0,0,0,0,300,10,0
412,0,400,1000,70,0,0,110,131,853,394,0,302,211,120,78,351,310,0,60,0,0,0,0,300,10,0
413,0,400,1000,70,0,0,110,131,853,394,0,302,211,120,78,351,310,0,60,0,0,0,0,300,10,0
414,0,400,1000,70,0,0,110,131,853,394,0,302,211,120,78,351,310,0,60,0,0,0,0,300,10,0
415,0,400,750,350,1003,302,110,160,853,394,0,302,211,120,78,351,310,0,60,0,0,0,0,300,10,0
416,0,400,800,350,135,0,110,160,853,394,0,302,211,120,78,351,310,0,60,0,0,0,0,300,10,0
417,0,400,850,350,0,0,110,160,853,394,0,302,211,120,78,351,310,0,60,0,0,0,0,300,10,0
418,0,400,1000,250,0,0,110,150,853,394,0,302,211,120,78,351,310,0,60,0,0,0,0,300,10,0
419,0,400,1000,300,1032,0,110,155,853,394,0,302,211,120,78,351,310,0,60,0,0,0,0,300,10,0
420,0,400,1000,300,0,0,110,155,853,394,0,302,211,120,78,351,310,0,60,0,0,0,0,300,10,0
421,0,450,1000,350,0,0,110,724,1183,258,442,331,48,120,78,3321,496,0,100,0,0,0,0,300,11,0
422,0,450,1000,400,1116,0,110,828,1183,258,442,331,42,120,78,3321,497,0,100,0,0,0,0,300,11,0
423,0,450,1000,450,0,0,110,931,1183,258,442,331,37,120,78,3321,498,0,100,0,0,0,0,300,11,0
431,0,0,0,200,0,0,85,383,320,300,320,450,90,130,251,0,0,0,60,0,0,0,0,800,0,710
432,0,0,0,200,0,0,83,332,280,300,280,400,70,130,252,0,0,0,60,0,0,0,0,800,0,710
433,0,0,0,200,0,0,85,340,260,300,330,430,80,130,253,0,0,0,60,0,0,0,0,800,0,710
435,0,280,700,85,0,0,95,41,768,213,326,232,125,100,360,419,459,20,53,0,0,0,0,300,3,0
436,0,280,700,90,0,0,97,47,822,221,350,260,153,100,361,437,460,20,54,0,0,0,0,300,4,0
437,0,280,850,120,0,0,99,60,840,231,353,267,157,100,361,495,461,20,56,0,0,0,0,300,8,0
438,0,320,1000,280,0,0,118,591,1274,276,482,364,65,120,362,3562,462,0,100,0,0,0,0,400,11,0
439,0,200,700,120,0,0,101,42,819,225,352,251,133,100,363,444,495,20,58,0,0,0,0,300,3,0
440,0,200,800,120,0,0,103,61,875,240,370,281,163,100,9,513,464,20,61,0,0,0,0,300,8,0
441,0,350,1000,280,0,0,120,593,1197,280,492,372,66,130,363,3622,465,0,100,0,0,0,0,400,11,0
442,0,300,700,105,0,0,105,43,852,233,369,264,139,100,364,461,466,20,56,0,0,0,0,300,3,230
443,0,300,750,105,0,0,107,49,911,242,395,295,170,100,365,480,467,20,60,0,0,0,0,300,4,230
444,0,350,900,175,0,0,109,62,928,253,397,302,174,100,364,540,468,20,63,0,0,0,0,300,8,400
445,0,350,1000,280,0,0,124,599,1239,289,513,388,69,130,366,3742,469,0,100,0,0,0,0,400,11,600
446,0,400,900,105,0,0,111,43,903,246,395,284,148,100,9,486,470,20,56,0,0,0,0,250,3,0
447,0,400,950,125,0,0,113,63,876,262,415,317,181,110,9,558,471,20,60,0,0,0,0,250,8,0
448,0,400,1100,160,0,0,115,101,856,278,469,405,236,120,367,618,472,20,63,0,0,0,0,300,9,0
449,0,450,1200,350,0,0,130,759,1129,303,545,414,58,150,367,3923,473,0,100,0,0,0,0,400,11,0
451,0,0,0,150,0,0,80,58,332,204,232,322,67,90,181,133,401,0,60,0,0,0,0,10,0,0
452,0,0,0,160,0,0,88,66,367,223,260,429,75,90,182,146,402,0,60,0,0,0,0,10,0,0
453,0,0,0,170,0,0,100,77,422,252,305,665,87,90,183,165,403,0,60,0,0,0,0,10,0,0
454,0,0,0,180,0,0,108,79,460,273,336,750,95,90,184,178,0,0,60,0,0,0,0,10,0,0
455,0,0,0,186,0,0,120,82,517,304,384,890,109,90,185,196,405,0,60,0,0,0,0,10,0,0
456,0,0,0,192,0,0,128,83,556,325,417,991,118,90,186,209,406,0,60,0,0,0,0,10,0,0
457,0,0,0,198,0,0,140,86,615,358,496,1154,132,90,186,228,407,0,60,0,0,0,0,10,0,0
461,0,200,480,450,0,0,86,118,835,218,336,287,180,95,122,0,367,0,60,0,0,0,0,200,10,830
462,0,206,491,460,0,0,84,33,747,191,166,270,102,95,122,382,363,0,60,0,0,0,0,200,7,0
463,0,212,503,470,0,0,84,27,384,191,256,180,126,95,122,354,363,0,60,0,0,0,0,200,1,0
464,0,218,514,480,0,0,84,27,384,191,256,180,126,95,122,354,363,0,60,0,0,0,0,200,1,0
465,0,224,526,490,0,0,94,32,434,211,293,208,142,95,122,395,0,0,60,0,0,0,0,200,1,0
466,0,230,537,500,0,0,104,35,484,231,331,237,158,95,122,436,0,0,60,0,0,0,0,200,1,0
467,0,236,548,510,0,0,114,36,536,252,371,267,175,95,122,477,0,0,60,0,0,0,0,200,1,0
471,0,210,499,137,1091,0,78,31,775,180,153,246,95,85,140,356,411,0,60,0,0,0,0,1200,7,430
472,0,216,510,143,1091,0,86,32,845,195,171,278,105,86,140,390,411,0,60,0,0,0,0,1200,7,460
473,0,222,522,149,1091,0,98,33,955,219,200,329,120,87,140,441,412,0,60,0,0,0,0,1200,7,490
474,0,228,533,155,1091,0,106,34,1025,235,220,364,131,88,140,475,412,0,60,0,0,0,0,1200,7,520
475,0,234,545,161,1091,0,118,36,1134,261,252,419,148,89,140,526,0,0,60,0,0,0,0,1200,7,550
476,0,240,556,167,1091,0,126,37,1202,278,274,458,159,90,140,560,0,0,60,0,0,0,0,1200,7,580
477,0,246,567,173,1091,0,136,38,1289,300,302,507,174,91,140,602,280,0,60,0,0,0,0,1200,7,600
478,0,252,579,179,1091,0,146,39,1377,323,331,558,188,92,140,644,281,0,60,0,0,0,0,1200,7,620
479,0,258,590,185,1091,0,156,40,1496,346,360,610,204,91,140,686,414,0,60,0,0,0,0,1200,7,650
480,0,264,602,191,1091,0,166,41,1600,370,391,664,219,91,140,728,414,0,60,0,0,0,0,1200,7,670
481,0,235,670,142,1010,0,82,45,660,191,286,209,128,105,141,373,411,0,60,0,0,0,0,230,4,430
482,0,241,682,148,1010,0,88,46,702,203,311,229,138,106,141,399,411,0,60,0,0,0,0,230,4,460
483,0,247,694,154,1010,0,102,48,809,231,372,277,162,107,141,458,412,0,60,0,0,0,0,230,4,490
484,0,253,706,160,1010,305,108,49,851,244,399,299,172,108,141,484,412,0,60,0,0,0,0,230,4,520
485,0,259,718,166,1010,305,122,52,959,274,465,351,197,109,141,543,0,0,60,0,0,0,0,230,4,550
486,0,265,730,172,1010,305,128,53,1000,288,494,374,208,110,141,569,0,0,60,0,0,0,0,230,4,580
487,0,271,742,178,1010,305,138,54,1074,310,544,414,227,111,141,611,280,0,60,0,0,0,0,230,4,600
488,0,277,754,184,1010,305,148,55,1147,334,595,455,246,112,141,653,281,0,60,0,0,0,0,230,4,620
489,0,283,766,190,1010,305,158,57,1243,357,648,497,266,111,141,695,414,0,60,0,0,0,0,230,4,650
490,0,289,778,196,1010,305,168,58,1330,382,703,540,286,111,141,737,414,0,60,0,0,0,0,230,4,670
491,0,230,537,135,1046,0,76,41,746,209,159,190,165,90,142,348,411,0,60,0,0,0,0,1600,6,430
492,0,236,548,141,1046,0,83,42,805,225,177,213,181,91,142,378,411,0,60,0,0,0,0,1600,6,460
493,0,242,560,147,1046,0,96,44,925,256,210,256,210,92,142,433,412,0,60,0,0,0,0,1600,6,490
494,0,248,571,153,1046,0,103,46,984,273,229,281,227,93,142,463,412,0,60,0,0,0,0,1600,6,520
495,0,254,583,159,1046,0,116,47,1102,305,266,328,259,94,142,518,0,0,60,0,0,0,0,1600,6,550
496,0,260,594,165,1046,0,123,49,1160,323,286,355,276,95,142,547,0,0,60,0,0,0,0,1600,6,580
497,0,266,605,171,1046,0,133,50,1248,349,316,394,302,96,141,590,280,0,60,0,0,0,0,1600,6,600
498,0,272,617,177,1046,0,143,51,1335,376,347,434,328,97,141,632,281,0,60,0,0,0,0,1600,6,620
499,0,278,628,183,1046,0,153,53,1482,404,378,476,355,94,142,674,414,0,60,0,0,0,0,1600,6,650
500,0,284,640,189,1046,0,163,54,1571,432,411,518,383,95,142,716,414,0,60,0,0,0,0,1600,6,670
501,0,300,650,120,0,0,150,49,1245,332,579,424,208,100,300,649,560,0,60,0,0,0,0,230,3,500
502,0,300,650,120,0,0,153,56,1332,345,622,476,256,100,300,674,0,0,60,0,0,0,0,230,4,500
503,0,300,650,120,0,0,165,58,1447,374,686,527,280,100,300,724,0,0,60,0,0,0,0,230,4,500
506,0,350,750,50,0,0,135,53,1293,303,529,402,221,90,302,598,0,0,60,0,0,0,0,240,4,220
507,0,350,750,50,0,0,148,55,1428,334,595,455,246,90,302,653,0,0,60,0,0,0,0,240,4,220
508,0,350,750,50,0,0,160,57,1554,362,659,505,270,90,302,703,0,0,60,0,0,0,0,240,4,220
511,0,250,550,100,0,0,151,56,1313,341,611,467,252,100,294,665,561,0,60,0,0,0,0,240,4,200
512,0,250,550,150,0,0,152,140,1443,377,683,609,339,100,294,1278,562,0,60,0,0,0,0,240,10,250
516,0,300,650,180,0,0,153,56,1158,345,622,476,256,115,293,674,563,0,60,0,0,0,0,240,4,0
517,0,300,650,240,0,0,154,113,1122,374,681,600,329,125,293,820,564,0,60,0,0,0,0,240,9,0
521,0,100,120,170,0,0,155,49,1290,344,605,444,217,100,301,670,565,0,60,0,0,0,0,220,3,550
526,0,240,530,170,0,0,156,64,1113,313,693,326,204,100,300,661,566,0,60,0,0,0,0,220,2,250
527,0,270,590,50,0,0,150,48,1383,332,579,424,208,90,302,649,0,0,60,0,0,0,0,230,3,100
529,0,300,650,170,0,0,157,57,1245,355,643,493,264,110,296,691,567,0,60,0,0,0,0,230,4,250
536,0,400,850,120,1039,0,158,42,1140,351,564,414,254,110,292,821,568,0,60,0,0,0,0,310,1,0
537,0,400,850,150,1104,0,159,50,1205,353,625,459,223,110,292,686,569,0,60,0,0,0,0,320,3,0
538,0,400,850,140,1105,0,160,71,1272,372,648,505,270,110,292,766,570,0,60,0,0,0,0,310,8,0
539,0,420,890,110,1106,0,165,144,1435,411,761,681,373,110,292,1384,577,0,60,0,0,0,0,330,10,0
540,0,450,950,130,1107,0,170,306,2059,400,772,595,213,110,292,5126,583,0,100,0,0,0,0,340,11,0
542,0,300,650,110,1108,0,160,42,1272,355,573,421,258,100,297,832,571,0,60,0,0,0,0,260,1,0
543,0,300,650,130,1025,0,161,57,1408,365,664,510,272,100,297,707,572,0,60,0,0,0,0,270,4,0
544,0,300,650,120,1109,0,162,114,1482,395,728,643,350,100,297,861,573,0,60,0,0,0,0,270,9,0
545,0,300,650,120,1110,0,163,57,1298,370,675,518,276,110,297,716,574,0,60,0,0,0,0,260,4,0
548,0,300,650,110,1111,0,164,54,1669,435,414,523,386,90,291,720,575,0,60,0,0,0,0,1500,6,0
549,0,300,650,100,1111,0,175,147,1684,438,822,738,400,100,291,1466,584,0,60,0,0,0,0,2000,10,0
553,0,200,450,100,1101,0,165,40,1447,367,388,659,218,100,295,724,576,0,60,0,0,0,0,1500,7,0
554,0,220,490,100,1102,0,166,40,1456,370,391,664,219,100,295,728,578,0,60,0,0,0,0,1600,7,0
555,0,210,470,110,1103,0,167,72,1466,390,685,536,284,100,295,797,579,0,60,0,0,0,0,1700,8,0
558,0,300,650,220,143,0,178,60,1310,407,758,585,306,120,298,779,0,0,60,0,0,0,0,270,4,0
559,0,310,670,250,145,0,179,599,1965,423,826,639,118,122,298,5397,0,0,100,0,0,0,0,270,11,0
560,0,320,690,280,1112,0,180,672,1930,426,832,644,106,125,298,5427,585,0,100,0,0,0,0,270,11,0
565,0,200,600,200,1113,0,140,38,1514,309,313,527,179,80,299,619,0,0,60,0,0,0,0,1100,7,330
566,0,200,600,200,1114,0,145,39,1571,320,328,553,187,80,299,640,0,0,60,0,0,0,0,1200,7,330
571,0,300,650,200,1082,0,147,41,1160,325,513,375,233,100,303,765,0,0,60,0,0,0,0,1300,1,400
572,0,300,650,190,1075,0,157,42,1246,348,559,410,252,100,303,816,0,0,60,0,0,0,0,220,1,450
574,0,300,800,150,1111,0,168,47,1342,410,412,450,318,110,379,724,580,40,25,0,0,0,0,1400,5,0
575,0,300,800,150,1111,0,169,55,1412,449,431,545,400,110,380,741,581,40,25,0,0,0,0,1600,6,0
576,0,300,800,150,1111,0,170,117,1421,416,776,686,370,110,381,902,582,40,25,0,0,0,0,1800,9,0
601,0,280,650,195,1036,0,100,36,735,223,316,225,151,105,131,525,367,0,60,0,0,0,0,250,1,0
602,0,280,650,195,1036,0,100,36,735,223,316,225,151,105,131,525,367,0,60,0,0,0,0,250,1,0
603,0,280,650,195,1036,0,100,36,735,223,316,225,151,105,131,525,367,0,60,0,0,0,0,250,1,0
604,0,280,650,195,1036,0,100,36,735,223,316,225,151,105,131,525,367,0,60,0,0,0,0,250,1,0
605,0,280,650,195,1036,0,100,36,735,223,316,225,151,105,131,525,367,0,60,0,0,0,0,250,1,0
607,0,400,850,70,0,0,35,1,1,1,151,96,1,100,92,73,475,0,60,0,0,0,0,220,1,0
608,0,400,850,70,0,0,40,1,1,1,149,97,1,100,92,82,476,0,60,0,0,0,0,220,1,0
609,0,400,850,70,0,0,45,1,1,1,167,110,1,100,92,92,477,0,60,0,0,0,0,220,1,0
610,0,400,850,70,0,0,50,1,1,1,164,110,1,100,92,101,478,0,60,0,0,0,0,220,1,0
611,0,400,850,70,0,0,55,1,1,1,163,115,1,100,92,110,479,0,60,0,0,0,0,220,1,0
612,0,400,850,70,0,0,60,1,1,1,163,111,1,100,92,119,480,0,60,0,0,0,0,220,1,0
613,0,400,850,70,0,0,65,1,1,1,184,126,1,100,92,128,481,0,60,0,0,0,0,220,1,0
614,0,400,850,70,0,0,70,1,1,1,197,136,1,100,92,138,482,0,60,0,0,0,0,220,1,0
615,0,400,850,70,0,0,75,1,1,1,208,145,1,100,92,147,483,0,60,0,0,0,0,220,1,0
616,0,400,850,70,0,0,80,1,1,1,218,152,1,100,92,156,484,0,60,0,0,0,0,220,1,0
617,0,400,850,70,0,0,85,1,1,1,234,164,1,100,92,165,485,0,60,0,0,0,0,220,1,0
618,0,400,850,70,0,0,90,1,1,1,222,157,1,100,92,174,486,0,60,0,0,0,0,220,1,0
619,0,450,950,350,1003,302,50,103,516,144,183,148,106,90,274,435,487,0,60,0,0,0,0,300,10,0
620,0,450,950,350,135,0,70,111,717,184,264,222,146,90,274,602,488,0,60,0,0,0,0,300,10,0
621,0,450,950,350,0,0,90,119,923,227,354,304,189,90,274,767,489,0,60,0,0,0,0,300,10,0
622,0,450,950,250,0,0,40,97,396,126,146,115,88,95,275,352,490,0,60,0,0,0,0,300,10,0
623,0,450,950,250,0,0,50,101,488,144,183,148,106,95,275,435,491,0,60,0,0,0,0,300,10,0
624,0,450,950,300,1032,0,60,106,583,164,222,184,126,95,275,519,492,0,60,0,0,0,0,300,10,0
625,0,450,950,300,1032,0,70,110,679,184,264,222,146,95,275,602,493,0,60,0,0,0,0,300,10,0
626,0,450,950,300,0,0,80,114,776,205,308,262,167,95,275,685,494,0,60,0,0,0,0,300,10,0
627,0,450,950,300,0,0,90,118,875,227,354,304,189,95,275,767,495,0,60,0,0,0,0,300,10,0
628,0,500,1050,350,0,0,50,630,717,138,178,124,22,90,276,1514,496,0,100,0,0,0,0,300,11,0
629,0,500,1050,400,1116,0,70,751,994,175,258,186,26,90,276,2117,497,0,100,0,0,0,0,300,11,0
630,0,500,1050,450,0,0,90,887,1282,215,346,255,30,90,276,2719,498,0,100,0,0,0,0,300,11,0
631,0,300,770,130,1091,0,120,45,933,265,435,315,161,105,339,524,660,0,60,0,0,0,0,500,3,400
632,0,300,770,130,1010,305,123,45,949,271,449,325,166,106,339,536,661,0,60,0,0,0,0,500,3,400
633,0,300,700,130,1046,0,126,46,947,278,463,336,170,109,340,549,662,0,60,0,0,0,0,500,3,400
634,0,300,770,130,1046,0,129,53,1027,290,499,378,210,108,340,573,663,0,60,0,0,0,0,300,4,400
635,0,250,780,200,0,0,122,45,933,269,445,321,164,107,341,532,664,0,60,0,0,0,0,300,3,450
636,0,250,780,225,0,0,125,46,957,276,459,332,169,107,341,545,665,0,60,0,0,0,0,300,3,450
637,0,250,780,228,0,0,128,46,972,282,473,343,173,108,342,557,666,0,60,0,0,0,0,300,3,450
638,0,250,780,230,0,0,131,53,1034,294,509,386,214,109,342,581,667,0,60,0,0,0,0,300,4,450
639,0,300,770,150,1076,0,130,66,1035,300,495,382,212,108,343,634,668,0,60,0,0,0,0,600,8,380
640,0,300,770,150,1076,0,134,67,1069,310,515,398,219,108,343,652,669,0,60,0,0,0,0,600,8,380
641,0,300,770,150,1076,0,135,67,1078,312,520,402,221,108,344,656,670,0,60,0,0,0,0,600,8,380
642,0,300,770,150,1076,0,138,67,1104,319,535,414,227,108,344,669,671,0,60,0,0,0,0,600,8,380
643,0,300,770,155,1131,0,133,47,1032,293,496,361,181,106,345,578,672,0,60,0,0,0,0,300,3,330
644,0,300,770,155,1131,0,136,47,1057,300,511,372,186,106,345,591,673,0,60,0,0,0,0,300,3,330
645,0,300,770,155,1131,0,139,54,1133,313,549,418,229,106,345,615,674,0,60,0,0,0,0,300,4,330
646,0,300,770,270,117,0,141,55,1140,317,559,426,233,107,346,623,675,0,60,0,0,0,0,300,4,590
647,0,300,770,270,119,0,146,56,1173,329,585,446,242,108,346,644,676,0,60,0,0,0,0,300,4,590
648,0,300,800,220,0,0,142,55,1149,320,564,430,235,107,347,628,677,0,60,0,0,0,0,300,4,480
649,0,300,800,240,0,0,145,69,1175,336,570,442,240,107,347,700,678,0,60,0,0,0,0,300,8,480
650,0,300,800,250,0,0,147,56,1193,331,590,450,244,107,347,649,679,0,60,0,0,0,0,300,4,480
651,0,100,600,130,1093,0,149,111,1254,361,653,573,317,108,348,794,680,0,60,0,0,0,0,900,9,900
652,0,100,600,130,1093,0,152,112,1269,369,670,589,324,109,348,809,681,0,60,0,0,0,0,900,9,900
653,0,450,850,650,0,0,159,1498,1949,373,707,543,39,108,349,4795,682,0,100,0,0,0,0,300,11,1100
654,0,450,850,140,1130,0,157,321,1854,368,695,534,180,112,350,4735,683,0,60,0,0,0,0,300,11,270
655,0,450,670,190,446,0,165,443,1906,388,742,571,141,115,351,4976,684,0,100,0,0,0,0,300,11,400
656,0,450,670,550,1055,0,167,1288,2056,393,754,581,49,108,352,5036,685,0,100,0,0,0,0,300,11,950
657,0,300,850,90,0,0,158,64,1055,317,705,825,207,107,354,670,686,0,60,0,0,0,0,300,2,200
658,0,300,800,90,1010,305,159,64,1083,319,710,845,208,105,354,674,687,0,60,0,0,0,0,300,2,300
659,0,0,0,250,0,0,159,300,1250,353,1250,459,256,10,353,674,688,0,0,0,0,0,0,300,2,400
660,0,400,1000,350,0,0,85,589,906,322,277,250,166,108,277,0,0,0,100,0,0,0,0,300,11,600
661,0,400,1000,350,0,0,85,589,906,322,277,250,166,108,280,0,0,0,100,0,0,0,0,300,11,600
662,0,0,0,100,0,0,70,1429,0,223,253,270,10,0,278,322,0,0,0,0,0,0,0,0,7,0
663,0,400,1000,150,0,0,80,75,644,183,157,254,97,105,279,365,0,0,0,0,0,0,0,300,7,350
665,0,400,1000,350,0,0,125,1250,1108,401,602,612,201,108,277,0,649,0,100,0,0,0,0,300,11,600
666,0,400,1000,350,0,0,125,1250,1108,401,602,612,201,108,280,0,649,0,100,0,0,0,0,300,11,600
667,0,0,0,100,0,0,135,1500,0,265,317,343,10,0,278,598,0,0,0,0,0,0,0,0,7,0
668,0,400,1000,150,0,0,115,73,892,244,231,382,137,105,279,514,0,0,0,0,0,0,0,300,7,350
671,0,400,1000,350,0,0,190,1333,1408,503,801,825,259,108,277,0,650,0,100,0,0,0,0,300,11,600
672,0,400,1000,350,0,0,190,1333,1408,503,801,825,259,108,280,0,650,0,100,0,0,0,0,300,11,600
673,0,0,0,100,0,0,200,1539,0,421,463,670,10,0,278,871,0,0,0,0,0,0,0,0,7,0
674,0,400,1000,150,0,0,180,72,1153,309,313,527,179,105,279,787,0,0,0,0,0,0,0,300,7,350
676,0,400,1000,350,0,0,70,1177,775,293,395,391,138,108,277,0,648,0,100,0,0,0,0,300,11,600
677,0,400,1000,350,0,0,70,1177,775,293,395,391,138,108,280,0,648,0,100,0,0,0,0,300,11,600
678,0,0,0,100,0,0,80,1250,0,223,253,270,10,0,278,365,0,0,0,0,0,0,0,0,7,0
679,0,400,1000,150,0,0,60,188,644,183,157,254,97,105,279,279,0,0,0,0,0,0,0,300,7,350
680,0,200,450,120,1076,0,151,49,1194,334,584,428,210,105,41,653,533,0,60,0,0,0,0,250,3,400
681,0,200,450,122,1076,0,155,49,1229,344,605,444,217,105,41,670,534,0,60,0,0,0,0,252,3,402
682,0,200,450,124,1076,0,159,50,1263,353,625,459,223,105,41,686,535,0,60,0,0,0,0,254,3,404
683,0,200,450,126,1076,0,163,50,1298,363,646,475,230,105,41,703,536,0,60,0,0,0,0,256,3,406
684,0,200,450,128,1076,0,167,51,1332,372,667,491,237,105,41,720,537,0,60,0,0,0,0,258,3,408
685,0,200,450,130,1076,0,171,51,1368,382,688,507,243,105,41,736,538,0,60,0,0,0,0,260,3,410
686,0,200,450,132,1076,0,175,52,1403,392,709,524,250,105,41,753,539,0,60,0,0,0,0,262,3,412
687,0,200,450,134,1076,0,179,52,1438,401,731,540,257,105,41,770,540,0,60,0,0,0,0,264,3,414
688,0,200,450,136,1076,0,183,53,1474,411,753,557,264,105,41,786,541,0,60,0,0,0,0,266,3,416
689,0,200,450,138,1076,0,187,53,1510,421,775,574,271,105,41,803,542,0,60,0,0,0,0,268,3,418
690,0,200,450,140,1076,0,191,54,1546,431,797,591,278,105,41,819,543,0,60,0,0,0,0,270,3,420
691,0,200,450,142,1076,0,195,54,1582,442,819,608,285,105,41,836,544,0,60,0,0,0,0,272,3,422
692,0,200,450,144,1076,0,199,54,1618,452,842,626,292,105,41,852,545,0,60,0,0,0,0,274,3,424
694,0,400,1000,350,0,0,150,6667,1830,553,1202,1061,311,108,277,0,650,0,100,0,0,0,0,300,11,600
695,0,400,1000,350,0,0,150,6667,1830,553,1202,1061,311,108,280,0,650,0,100,0,0,0,0,300,11,600
696,0,0,0,100,0,0,150,40,0,421,463,670,200,0,278,661,0,0,0,0,0,0,0,0,7,0
697,0,400,1000,150,0,0,150,39,1242,332,342,579,194,105,279,661,0,0,0,0,0,0,0,300,7,350
701,0,160,250,110,0,0,1,73,1,1,200,200,300,110,31,0,0,0,0,0,0,0,0,0,1,0
702,0,160,250,130,0,0,40,19,1,1,200,200,300,108,32,0,0,0,0,0,0,0,0,0,1,0
703,0,160,250,200,0,0,90,34,653,203,278,196,135,106,33,0,0,0,0,0,0,0,0,0,1,0
704,0,160,250,130,0,0,60,29,1,1,200,200,300,104,34,0,0,0,0,0,0,0,0,0,1,0
705,0,160,250,130,0,0,136,38,1,1,200,200,300,102,35,0,0,0,0,0,0,0,0,0,1,0
706,0,160,250,130,0,0,90,23,1,1,200,200,300,100,31,0,0,0,0,0,0,0,0,0,1,0
707,0,160,250,130,0,0,90,23,1,1,200,200,300,98,31,0,0,0,0,0,0,0,0,0,1,0
708,0,160,250,130,0,0,90,23,1,1,200,200,300,96,31,0,0,0,0,0,0,0,0,0,1,0
709,0,160,250,130,0,0,90,23,1,1,200,200,300,94,31,0,0,0,0,0,0,0,0,0,1,0
710,0,160,250,130,0,0,90,23,1,1,200,200,300,92,31,0,0,0,0,0,0,0,0,0,1,0
711,0,200,450,150,1076,0,19,18,144,80,28,38,22,90,36,98,500,0,60,0,0,0,0,800,7,300
712,0,200,450,152,1076,0,23,21,193,86,38,52,28,90,36,116,501,0,60,0,0,0,0,830,7,302
713,0,200,450,154,1076,0,27,24,249,92,48,68,35,90,36,134,502,0,60,0,0,0,0,860,7,304
714,0,200,450,156,1076,0,31,26,304,98,59,85,42,90,36,152,503,0,60,0,0,0,0,890,7,306
715,0,200,450,158,1076,0,35,26,339,104,66,96,46,90,36,170,504,0,60,0,0,0,0,920,7,308
716,0,200,450,160,1076,0,39,27,374,111,73,108,50,90,36,187,505,0,60,0,0,0,0,950,7,310
