id,clothtype,type,price,pricerate,weight,quality,level,material,occupation,condition1,condition2,stat1,stat2,defense,magicresistence,atkdistmvsped,attackpower,attackspeed,itemgrade
3352,2,123,71334,0,3,57,0,0,0|0|0,31|100,0|0,20|23,0|0,80,23,0,0,0,6
3353,2,123,71334,0,3,57,0,0,0|0|0,31|100,0|0,20|23,0|0,80,23,0,0,0,6
3354,2,123,71334,0,3,57,0,0,0|0|0,31|100,0|0,20|23,0|0,80,23,0,0,0,6
3355,2,123,71334,0,3,57,0,0,0|0|0,31|100,0|0,20|23,0|0,80,23,0,0,0,6
3356,2,123,86130,0,3,59,0,0,0|0|0,31|100,0|0,20|25,0|0,88,24,0,0,0,6
3357,2,123,86130,0,3,59,0,0,0|0|0,31|100,0|0,20|25,0|0,88,24,0,0,0,6
3358,2,123,86130,0,3,59,0,0,0|0|0,31|100,0|0,20|25,0|0,88,24,0,0,0,6
3359,2,123,86130,0,3,59,0,0,0|0|0,31|100,0|0,20|25,0|0,88,24,0,0,0,6
3360,2,123,96012,0,3,61,0,0,0|0|0,31|100,0|0,20|26,0|0,94,27,0,0,0,6
3361,2,123,96012,0,3,61,0,0,0|0|0,31|100,0|0,20|26,0|0,94,27,0,0,0,6
3362,2,123,96012,0,3,61,0,0,0|0|0,31|100,0|0,20|26,0|0,94,27,0,0,0,6
3363,2,123,96012,0,3,61,0,0,0|0|0,31|100,0|0,20|26,0|0,94,27,0,0,0,6
3364,2,123,112752,0,3,64,0,0,0|0|0,31|100,0|0,20|28,0|0,101,29,0,0,0,6
3365,2,123,112752,0,3,64,0,0,0|0|0,31|100,0|0,20|28,0|0,101,29,0,0,0,6
3366,2,123,112752,0,3,64,0,0,0|0|0,31|100,0|0,20|28,0|0,101,29,0,0,0,6
3367,2,123,112752,0,3,64,0,0,0|0|0,31|100,0|0,20|28,0|0,101,29,0,0,0,6
3368,2,123,128304,0,3,66,0,0,0|0|0,31|100,0|0,20|30,0|0,107,31,0,0,0,6
3369,2,123,128304,0,3,66,0,0,0|0|0,31|100,0|0,20|30,0|0,107,31,0,0,0,6
3370,2,123,128304,0,3,66,0,0,0|0|0,31|100,0|0,20|30,0|0,107,31,0,0,0,6
3371,2,123,128304,0,3,66,0,0,0|0|0,31|100,0|0,20|30,0|0,107,31,0,0,0,6
3372,2,123,145692,0,3,69,0,0,0|0|0,31|100,0|0,20|31,0|0,114,33,0,0,0,6
3373,2,123,145692,0,3,69,0,0,0|0|0,31|100,0|0,20|31,0|0,114,33,0,0,0,6
3374,2,123,145692,0,3,69,0,0,0|0|0,31|100,0|0,20|31,0|0,114,33,0,0,0,6
3375,2,123,145692,0,3,69,0,0,0|0|0,31|100,0|0,20|31,0|0,114,33,0,0,0,6
3376,2,123,159354,0,3,71,0,0,0|0|0,31|100,0|0,20|32,0|0,120,34,0,0,0,6
3377,2,123,159354,0,3,71,0,0,0|0|0,31|100,0|0,20|32,0|0,120,34,0,0,0,6
3378,2,123,159354,0,3,71,0,0,0|0|0,31|100,0|0,20|32,0|0,120,34,0,0,0,6
3379,2,123,159354,0,3,71,0,0,0|0|0,31|100,0|0,20|32,0|0,120,34,0,0,0,6
3380,2,123,194616,0,3,75,0,0,0|0|0,31|100,0|0,20|35,0|0,132,37,0,0,0,6
3381,2,123,194616,0,3,75,0,0,0|0|0,31|100,0|0,20|35,0|0,132,37,0,0,0,6
3382,2,123,194616,0,3,75,0,0,0|0|0,31|100,0|0,20|35,0|0,132,37,0,0,0,6
3383,2,123,194616,0,3,75,0,0,0|0|0,31|100,0|0,20|35,0|0,132,37,0,0,0,6
3384,2,123,215730,0,3,77,0,0,0|0|0,31|100,0|0,20|36,0|0,138,40,0,0,0,6
3385,2,123,215730,0,3,77,0,0,0|0|0,31|100,0|0,20|36,0|0,138,40,0,0,0,6
3386,2,123,215730,0,3,77,0,0,0|0|0,31|100,0|0,20|36,0|0,138,40,0,0,0,6
3387,2,123,215730,0,3,77,0,0,0|0|0,31|100,0|0,20|36,0|0,138,40,0,0,0,6
3388,2,123,702,0,3,22,0,0,0|0|0,31|1,0|0,0|2,0|0,18,6,0,0,0,1
3389,2,123,702,0,3,22,0,0,0|0|0,31|0,0|0,0|2,0|0,18,6,0,0,0,1
3390,2,123,702,0,3,22,0,0,0|0|0,31|1,0|0,0|2,0|0,18,6,0,0,0,1
3391,2,123,702,0,3,22,0,0,0|0|0,31|3,0|0,0|2,0|0,19,7,0,0,0,1
3392,2,123,702,0,3,22,0,0,0|0|0,31|0,0|0,0|2,0|0,18,6,0,0,0,1
3393,2,123,702,0,3,22,0,0,0|0|0,31|0,0|0,0|2,0|0,18,6,0,0,0,1
3394,2,123,702,0,3,22,0,0,0|0|0,31|0,0|0,0|2,0|0,18,6,0,0,0,1
3395,2,123,702,0,3,22,0,0,0|0|0,31|0,0|0,0|2,0|0,18,6,0,0,0,1
3396,2,123,702,0,3,22,0,0,0|0|0,31|0,0|0,0|2,0|0,18,6,0,0,0,1
3397,2,123,702,0,3,22,0,0,0|0|0,31|0,0|0,0|2,0|0,18,6,0,0,0,1
3398,2,123,702,0,3,22,0,0,0|0|0,31|0,0|0,0|2,0|0,18,6,0,0,0,1
3399,2,123,702,0,3,22,0,0,0|0|0,31|0,0|0,0|2,0|0,18,6,0,0,0,1
3400,2,123,702,0,3,22,0,0,0|0|0,31|0,0|0,0|2,0|0,18,6,0,0,0,1
3401,2,121,1188,0,10,18,0,0,41|0|0,31|10,0|0,0|0,26|2,22,5,2,0,0,1
3402,2,121,1188,0,10,18,0,0,41|0|0,31|10,0|0,0|0,24|2,22,5,2,0,0,1
3403,2,121,1188,0,10,18,0,0,41|0|0,31|10,0|0,0|0,38|15,22,5,2,0,0,1
3404,2,121,1188,0,10,18,0,0,41|0|0,31|10,0|0,0|0,39|5,22,5,2,0,0,1
3405,2,121,1188,0,10,18,0,0,41|0|0,31|10,0|0,0|0,28|1,22,5,2,0,0,1
3406,2,121,1188,0,10,18,0,0,41|0|0,31|10,0|0,0|0,11|1,22,5,2,0,0,1
3407,2,121,2592,0,10,23,0,0,41|0|0,31|25,0|0,0|0,26|3,30,6,2,0,0,2
3408,2,121,2592,0,10,23,0,0,41|0|0,31|25,0|0,0|0,24|2,30,6,2,0,0,2
3409,2,121,2592,0,10,23,0,0,41|0|0,31|25,0|0,0|0,38|23,30,6,2,0,0,2
3410,2,121,2592,0,10,23,0,0,41|0|0,31|25,0|0,0|0,39|8,30,6,2,0,0,2
3411,2,121,2592,0,10,23,0,0,41|0|0,31|25,0|0,0|0,28|1,30,6,2,0,0,2
3412,2,121,2592,0,10,23,0,0,41|0|0,31|25,0|0,0|0,11|2,30,6,2,0,0,2
3413,2,121,2592,0,10,23,0,0,41|0|0,31|20,0|0,0|0,0|0,13,5,2,0,0,2
3414,2,121,5832,0,10,29,0,0,41|0|0,31|45,0|0,0|0,26|4,41,9,2,0,0,3
3415,2,121,5832,0,10,29,0,0,41|0|0,31|45,0|0,0|0,24|2,41,9,2,0,0,3
3416,2,121,5832,0,10,29,0,0,41|0|0,31|45,0|0,0|0,38|43,41,9,2,0,0,3
3417,2,121,5832,0,10,29,0,0,41|0|0,31|45,0|0,0|0,39|13,41,9,2,0,0,3
3418,2,121,5832,0,10,29,0,0,41|0|0,31|45,0|0,0|0,28|1,41,9,2,0,0,3
3419,2,121,5832,0,10,29,0,0,41|0|0,31|45,0|0,0|0,11|2,41,9,2,0,0,3
3420,2,121,5832,0,10,29,0,0,41|0|0,31|40,0|0,0|0,0|0,17,8,2,0,0,3
3421,2,121,12042,0,10,34,0,0,41|0|0,31|65,0|0,0|0,26|5,55,11,2,0,0,4
3422,2,121,12042,0,10,34,0,0,41|0|0,31|65,0|0,0|0,24|2,55,11,2,0,0,4
3423,2,121,12042,0,10,34,0,0,41|0|0,31|65,0|0,0|0,38|65,55,11,2,0,0,4
3424,2,121,12042,0,10,34,0,0,41|0|0,31|65,0|0,0|0,39|17,55,11,2,0,0,4
3425,2,121,12042,0,10,34,0,0,41|0|0,31|65,0|0,0|0,28|2,55,11,2,0,0,4
3426,2,121,12042,0,10,34,0,0,41|0|0,31|65,0|0,0|0,11|3,55,11,2,0,0,4
3427,2,121,12042,0,10,34,0,0,41|0|0,31|60,0|0,0|0,0|0,23,11,2,0,0,4
3428,2,121,21168,0,10,39,0,0,41|0|0,31|85,0|0,0|0,26|6,70,15,2,0,0,5
3429,2,121,21168,0,10,39,0,0,41|0|0,31|85,0|0,0|0,24|2,70,15,2,0,0,5
3430,2,121,21168,0,10,39,0,0,41|0|0,31|85,0|0,0|0,38|90,70,15,2,0,0,5
3431,2,121,21168,0,10,39,0,0,41|0|0,31|85,0|0,0|0,39|21,70,15,2,0,0,5
3432,2,121,21168,0,10,39,0,0,41|0|0,31|85,0|0,0|0,28|2,70,15,2,0,0,5
3433,2,121,21168,0,10,39,0,0,41|0|0,31|85,0|0,0|0,11|4,70,15,2,0,0,5
3434,2,121,21168,0,10,39,0,0,41|0|0,31|80,0|0,0|0,0|0,28,14,2,0,0,5
3435,2,121,37962,0,10,45,0,0,41|0|0,31|100,0|0,0|0,26|7,87,18,4,0,0,6
3436,2,121,37962,0,10,45,0,0,41|0|0,31|100,0|0,0|0,24|2,87,18,4,0,0,6
3437,2,121,37962,0,10,45,0,0,41|0|0,31|100,0|0,0|0,38|115,87,18,4,0,0,6
3438,2,121,37962,0,10,45,0,0,41|0|0,31|100,0|0,0|0,39|26,87,18,4,0,0,6
3439,2,121,37962,0,10,45,0,0,41|0|0,31|100,0|0,0|0,28|3,87,18,4,0,0,6
3440,2,121,37962,0,10,45,0,0,41|0|0,31|100,0|0,0|0,11|5,87,18,4,0,0,6
3441,2,121,37962,0,10,45,0,0,41|0|0,31|100,0|0,0|0,0|0,35,17,4,0,0,6
3442,2,121,63342,0,10,42,0,0,41|0|0,31|100,0|0,0|0,26|8,81,20,4,0,0,6
3443,2,121,63342,0,10,42,0,0,41|0|0,31|100,0|0,0|0,24|2,81,20,4,0,0,6
3444,2,121,63342,0,10,42,0,0,41|0|0,31|100,0|0,0|0,38|140,81,20,4,0,0,6
3445,2,121,63342,0,10,42,0,0,41|0|0,31|100,0|0,0|0,39|30,81,20,4,0,0,6
3446,2,121,63342,0,10,42,0,0,41|0|0,31|100,0|0,0|0,28|3,81,20,4,0,0,6
3447,2,121,63342,0,10,42,0,0,41|0|0,31|100,0|0,0|0,11|6,81,20,4,0,0,6
3448,2,121,63342,0,10,42,0,0,41|0|0,31|100,0|0,0|0,0|0,42,20,4,0,0,6
3449,2,121,81972,0,10,18,0,0,0|0|0,31|100,0|0,0|0,0|0,23,5,0,0,0,1
3450,2,121,81972,0,10,18,0,0,0|0|0,31|100,0|0,0|0,0|0,23,6,0,0,0,1
3451,2,121,81972,0,10,18,0,0,0|0|0,31|100,0|0,0|0,0|0,24,7,0,0,0,1
3452,2,121,81972,0,10,18,0,0,0|0|0,31|100,0|0,0|0,0|0,22,5,0,0,0,1
3453,2,121,81972,0,10,18,0,0,0|0|0,31|100,0|0,0|0,0|0,23,6,0,0,0,1
3454,2,121,81972,0,10,18,0,0,0|0|0,31|100,0|0,0|0,0|0,24,6,0,0,0,1
3455,2,121,81972,0,10,18,0,0,0|0|0,31|100,0|0,0|0,0|0,25,7,0,0,0,1
3456,2,121,108054,0,10,26,0,0,0|0|0,31|100,0|0,0|0,0|0,38,9,0,0,0,2
3457,2,121,108054,0,10,26,0,0,0|0|0,31|100,0|0,0|0,0|0,39,10,0,0,0,2
3458,2,121,108054,0,10,26,0,0,0|0|0,31|100,0|0,0|0,0|0,40,11,0,0,0,2
3459,2,121,108054,0,10,26,0,0,0|0|0,31|100,0|0,0|0,0|0,38,9,0,0,0,2
3460,2,121,108054,0,10,26,0,0,0|0|0,31|100,0|0,0|0,0|0,38,10,0,0,0,2
3461,2,121,108054,0,10,26,0,0,0|0|0,31|100,0|0,0|0,0|0,40,11,0,0,0,2
3462,2,121,108054,0,10,26,0,0,0|0|0,31|100,0|0,0|0,0|0,41,12,0,0,0,2
3463,2,121,142992,0,10,31,0,0,0|0|0,31|100,0|0,0|0,0|0,51,12,0,0,0,3
3464,2,121,142992,0,10,31,0,0,0|0|0,31|100,0|0,0|0,0|0,52,13,0,0,0,3
3465,2,121,142992,0,10,31,0,0,0|0|0,31|100,0|0,0|0,0|0,53,14,0,0,0,3
3466,2,121,142992,0,10,31,0,0,0|0|0,31|100,0|0,0|0,0|0,50,12,0,0,0,3
3467,2,121,142992,0,10,31,0,0,0|0|0,31|100,0|0,0|0,0|0,51,12,0,0,0,3
3468,2,121,142992,0,10,31,0,0,0|0|0,31|100,0|0,0|0,0|0,53,13,0,0,0,3
3469,2,121,142992,0,10,31,0,0,0|0|0,31|100,0|0,0|0,0|0,54,14,0,0,0,3
3470,2,121,183060,0,10,42,0,0,0|0|0,31|100,0|0,0|0,0|0,83,19,0,0,0,6
3471,2,121,183060,0,10,42,0,0,0|0|0,31|100,0|0,0|0,0|0,84,19,0,0,0,6
3472,2,121,183060,0,10,42,0,0,0|0|0,31|100,0|0,0|0,0|0,85,20,0,0,0,6
3473,2,121,183060,0,10,42,0,0,0|0|0,31|100,0|0,0|0,0|0,82,18,0,0,0,6
3474,2,121,183060,0,10,42,0,0,0|0|0,31|100,0|0,0|0,0|0,83,19,0,0,0,6
3475,2,121,183060,0,10,42,0,0,0|0|0,31|100,0|0,0|0,0|0,85,20,0,0,0,6
3476,2,121,183060,0,10,42,0,0,0|0|0,31|100,0|0,0|0,0|0,86,21,0,0,0,6
3477,2,121,300834,0,10,42,0,0,0|0|0,31|100,0|0,0|0,0|0,83,19,0,0,0,6
3478,2,121,300834,0,10,42,0,0,0|0|0,31|100,0|0,0|0,0|0,85,20,0,0,0,6
3479,2,121,300834,0,10,42,0,0,0|0|0,31|100,0|0,0|0,0|0,86,21,0,0,0,6
3480,2,121,165600,0,10,60,0,0,51|0|0,31|162,0|0,24|2,0|0,151,31,4,0,0,7
3481,2,121,165600,0,10,60,0,0,51|0|0,31|165,0|0,38|160,0|0,153,32,4,0,0,7
3498,2,121,6318,0,10,24,0,0,41|0|0,31|50,0|0,23|3,38|52,40,7,2,0,0,3
3499,2,121,13046,0,10,29,0,0,41|0|0,31|70,0|0,23|4,38|78,53,9,2,0,0,4
3500,2,121,22932,0,10,34,0,0,41|0|0,31|90,0|0,23|5,38|108,68,12,2,0,0,5
3501,2,122,1026,0,2,23,0,0,42|0|0,31|10,0|0,0|0,26|2,18,7,2,0,0,1
3502,2,122,1026,0,2,23,0,0,42|0|0,31|10,0|0,0|0,24|2,18,7,2,0,0,1
3503,2,122,1026,0,2,23,0,0,42|0|0,31|10,0|0,0|0,38|15,18,7,2,0,0,1
3504,2,122,1026,0,2,23,0,0,42|0|0,31|10,0|0,0|0,39|5,18,7,2,0,0,1
3505,2,122,1026,0,2,23,0,0,42|0|0,31|10,0|0,0|0,28|1,18,7,2,0,0,1
3506,2,122,1026,0,2,23,0,0,42|0|0,31|10,0|0,0|0,11|1,18,7,2,0,0,1
3507,2,122,3186,0,2,29,0,0,42|0|0,31|25,0|0,28|1,26|3,24,9,2,0,0,2
3508,2,122,3186,0,2,29,0,0,42|0|0,31|25,0|0,28|1,24|2,24,9,2,0,0,2
3509,2,122,3186,0,2,29,0,0,42|0|0,31|25,0|0,28|1,38|23,24,9,2,0,0,2
3510,2,122,3186,0,2,29,0,0,42|0|0,31|25,0|0,28|1,39|8,24,9,2,0,0,2
3511,2,122,3186,0,2,29,0,0,42|0|0,31|25,0|0,28|1,28|1,24,9,2,0,0,2
3512,2,122,3186,0,2,29,0,0,42|0|0,31|25,0|0,28|1,11|2,24,9,2,0,0,2
3513,2,122,3186,0,2,29,0,0,42|0|0,31|20,0|0,28|1,0|0,10,8,2,0,0,2
3514,2,122,7020,0,2,35,0,0,42|0|0,31|45,0|0,28|2,26|4,33,13,2,0,0,3
3515,2,122,7020,0,2,35,0,0,42|0|0,31|45,0|0,28|2,24|2,33,13,2,0,0,3
3516,2,122,7020,0,2,35,0,0,42|0|0,31|45,0|0,28|2,38|43,33,13,2,0,0,3
3517,2,122,7020,0,2,35,0,0,42|0|0,31|45,0|0,28|2,39|13,33,13,2,0,0,3
3518,2,122,7020,0,2,35,0,0,42|0|0,31|45,0|0,28|2,28|1,33,13,2,0,0,3
3519,2,122,7020,0,2,35,0,0,42|0|0,31|45,0|0,28|2,11|2,33,13,2,0,0,3
3520,2,122,7020,0,2,35,0,0,42|0|0,31|40,0|0,28|2,0|0,13,12,2,0,0,3
3521,2,122,13230,0,2,41,0,0,42|0|0,31|65,0|0,28|2,26|5,44,17,2,0,0,4
3522,2,122,13230,0,2,41,0,0,42|0|0,31|65,0|0,28|2,24|2,44,17,2,0,0,4
3523,2,122,13230,0,2,41,0,0,42|0|0,31|65,0|0,28|2,38|65,44,17,2,0,0,4
3524,2,122,13230,0,2,41,0,0,42|0|0,31|65,0|0,28|2,39|17,44,17,2,0,0,4
3525,2,122,13230,0,2,41,0,0,42|0|0,31|65,0|0,28|2,28|2,44,17,2,0,0,4
3526,2,122,13230,0,2,41,0,0,42|0|0,31|65,0|0,28|2,11|3,44,17,2,0,0,4
3527,2,122,13230,0,2,41,0,0,42|0|0,31|60,0|0,28|2,0|0,18,16,2,0,0,4
3528,2,122,23436,0,2,47,0,0,42|0|0,31|85,0|0,28|3,26|6,56,22,2,0,0,5
3529,2,122,23436,0,2,47,0,0,42|0|0,31|85,0|0,28|3,24|2,56,22,2,0,0,5
3530,2,122,23436,0,2,47,0,0,42|0|0,31|85,0|0,28|3,38|90,56,22,2,0,0,5
3531,2,122,23436,0,2,47,0,0,42|0|0,31|85,0|0,28|3,39|21,56,22,2,0,0,5
3532,2,122,23436,0,2,47,0,0,42|0|0,31|85,0|0,28|3,28|2,56,22,2,0,0,5
3533,2,122,23436,0,2,47,0,0,42|0|0,31|85,0|0,28|3,11|4,56,22,2,0,0,5
3534,2,122,23436,0,2,47,0,0,42|0|0,31|80,0|0,28|3,0|0,22,20,2,0,0,5
3535,2,122,40230,0,2,53,0,0,42|0|0,31|100,0|0,28|3,26|7,71,26,2,0,0,6
3536,2,122,40230,0,2,53,0,0,42|0|0,31|100,0|0,28|3,24|2,71,26,2,0,0,6
3537,2,122,40230,0,2,53,0,0,42|0|0,31|100,0|0,28|3,38|115,71,26,2,0,0,6
3538,2,122,40230,0,2,53,0,0,42|0|0,31|100,0|0,28|3,39|26,71,26,2,0,0,6
3539,2,122,40230,0,2,53,0,0,42|0|0,31|100,0|0,28|3,28|3,71,26,2,0,0,6
3540,2,122,40230,0,2,53,0,0,42|0|0,31|100,0|0,28|3,11|5,71,26,2,0,0,6
3541,2,122,40230,0,2,53,0,0,42|0|0,31|100,0|0,28|3,0|0,28,25,2,0,0,6
3542,2,122,64584,0,2,50,0,0,42|0|0,31|100,0|0,28|4,26|8,65,29,2,0,0,6
3543,2,122,64584,0,2,50,0,0,42|0|0,31|100,0|0,28|4,24|2,65,29,2,0,0,6
3544,2,122,64584,0,2,50,0,0,42|0|0,31|100,0|0,28|4,38|140,65,29,2,0,0,6
3545,2,122,64584,0,2,50,0,0,42|0|0,31|100,0|0,28|4,39|30,65,29,2,0,0,6
3546,2,122,64584,0,2,50,0,0,42|0|0,31|100,0|0,28|4,28|3,65,29,2,0,0,6
3547,2,122,64584,0,2,50,0,0,42|0|0,31|100,0|0,28|4,11|6,65,29,2,0,0,6
3548,2,122,64584,0,2,50,0,0,42|0|0,31|100,0|0,28|4,0|0,33,29,2,0,0,6
3549,2,122,81324,0,2,26,0,0,0|0|0,31|100,0|0,28|1,0|0,22,10,0,0,0,1
3550,2,122,81324,0,2,26,0,0,0|0|0,31|100,0|0,28|1,0|0,23,10,0,0,0,1
3551,2,122,81324,0,2,26,0,0,0|0|0,31|100,0|0,28|1,0|0,24,11,0,0,0,1
3552,2,122,81324,0,2,26,0,0,0|0|0,31|100,0|0,28|1,0|0,22,9,0,0,0,1
3553,2,122,81324,0,2,26,0,0,0|0|0,31|100,0|0,28|1,0|0,22,10,0,0,0,1
3554,2,122,81324,0,2,26,0,0,0|0|0,31|100,0|0,28|1,0|0,24,11,0,0,0,1
3555,2,122,81324,0,2,26,0,0,0|0|0,31|100,0|0,28|1,0|0,25,12,0,0,0,1
3556,2,122,110484,0,2,32,0,0,0|0|0,31|100,0|0,28|1,0|0,32,12,0,0,0,2
3557,2,122,110484,0,2,32,0,0,0|0|0,31|100,0|0,28|1,0|0,33,13,0,0,0,2
3558,2,122,110484,0,2,32,0,0,0|0|0,31|100,0|0,28|1,0|0,34,14,0,0,0,2
3559,2,122,110484,0,2,32,0,0,0|0|0,31|100,0|0,28|1,0|0,32,12,0,0,0,2
3560,2,122,110484,0,2,32,0,0,0|0|0,31|100,0|0,28|1,0|0,32,13,0,0,0,2
3561,2,122,110484,0,2,32,0,0,0|0|0,31|100,0|0,28|1,0|0,34,14,0,0,0,2
3562,2,122,110484,0,2,32,0,0,0|0|0,31|100,0|0,28|1,0|0,35,15,0,0,0,2
3563,2,122,144072,0,2,38,0,0,0|0|0,31|100,0|0,28|2,0|0,42,17,0,0,0,3
3564,2,122,144072,0,2,38,0,0,0|0|0,31|100,0|0,28|2,0|0,43,18,0,0,0,3
3565,2,122,144072,0,2,38,0,0,0|0|0,31|100,0|0,28|2,0|0,44,19,0,0,0,3
3566,2,122,144072,0,2,38,0,0,0|0|0,31|100,0|0,28|2,0|0,41,17,0,0,0,3
3567,2,122,144072,0,2,38,0,0,0|0|0,31|100,0|0,28|2,0|0,42,17,0,0,0,3
3568,2,122,144072,0,2,38,0,0,0|0|0,31|100,0|0,28|2,0|0,44,18,0,0,0,3
3569,2,122,144072,0,2,38,0,0,0|0|0,31|100,0|0,28|2,0|0,45,19,0,0,0,3
3570,2,122,178686,0,2,50,0,0,0|0|0,31|100,0|0,28|3,0|0,68,27,0,0,0,6
3571,2,122,178686,0,2,50,0,0,0|0|0,31|100,0|0,28|3,0|0,69,27,0,0,0,6
3572,2,122,178686,0,2,50,0,0,0|0|0,31|100,0|0,28|3,0|0,70,28,0,0,0,6
3573,2,122,178686,0,2,50,0,0,0|0|0,31|100,0|0,28|3,0|0,67,26,0,0,0,6
3574,2,122,178686,0,2,50,0,0,0|0|0,31|100,0|0,28|3,0|0,68,27,0,0,0,6
3575,2,122,178686,0,2,50,0,0,0|0|0,31|100,0|0,28|3,0|0,70,28,0,0,0,6
3576,2,122,178686,0,2,50,0,0,0|0|0,31|100,0|0,28|3,0|0,71,29,0,0,0,6
3577,2,122,290520,0,2,50,0,0,0|0|0,31|100,0|0,28|3,0|0,68,27,0,0,0,6
3578,2,122,290520,0,2,50,0,0,0|0|0,31|100,0|0,28|3,0|0,70,28,0,0,0,6
3579,2,122,290520,0,2,50,0,0,0|0|0,31|100,0|0,28|3,0|0,71,29,0,0,0,6
3580,2,122,168000,0,2,70,0,0,52|0|0,31|162,0|0,28|16,0|0,124,46,4,0,0,7
3581,2,122,168000,0,2,70,0,0,52|0|0,31|165,0|0,39|80,0|0,126,47,4,0,0,7
3598,2,122,7605,0,2,30,0,0,42|0|0,31|50,0|0,23|3,28|1,36,14,2,0,0,3
3599,2,122,14333,0,2,36,0,0,42|0|0,31|70,0|0,23|4,28|2,46,19,2,0,0,4
3600,2,122,25389,0,2,42,0,0,42|0|0,31|90,0|0,23|5,28|3,59,23,2,0,0,5
3601,2,123,1458,0,2,26,0,0,43|0|0,31|10,0|0,0|0,26|2,20,5,2,0,0,1
3602,2,123,1458,0,2,26,0,0,43|0|0,31|10,0|0,0|0,24|2,20,5,2,0,0,1
3603,2,123,1458,0,2,26,0,0,43|0|0,31|10,0|0,0|0,38|15,20,5,2,0,0,1
3604,2,123,1458,0,2,26,0,0,43|0|0,31|10,0|0,0|0,39|5,20,5,2,0,0,1
3605,2,123,1458,0,2,26,0,0,43|0|0,31|10,0|0,0|0,28|1,20,5,2,0,0,1
3606,2,123,1458,0,2,26,0,0,43|0|0,31|10,0|0,0|0,11|1,20,5,2,0,0,1
3607,2,123,3348,0,2,32,0,0,43|0|0,31|25,0|0,0|0,26|3,27,6,2,0,0,2
3608,2,123,3348,0,2,32,0,0,43|0|0,31|25,0|0,0|0,24|2,27,6,2,0,0,2
3609,2,123,3348,0,2,32,0,0,43|0|0,31|25,0|0,0|0,38|23,27,6,2,0,0,2
3610,2,123,3348,0,2,32,0,0,43|0|0,31|25,0|0,0|0,39|8,27,6,2,0,0,2
3611,2,123,3348,0,2,32,0,0,43|0|0,31|25,0|0,0|0,28|1,27,6,2,0,0,2
3612,2,123,3348,0,2,32,0,0,43|0|0,31|25,0|0,0|0,11|2,27,6,2,0,0,2
3613,2,123,3348,0,2,32,0,0,43|0|0,31|20,0|0,0|0,0|0,12,6,2,0,0,2
3614,2,123,6696,0,2,39,0,0,43|0|0,31|45,0|0,0|0,26|4,37,10,2,0,0,3
3615,2,123,6696,0,2,39,0,0,43|0|0,31|45,0|0,0|0,24|2,37,10,2,0,0,3
3616,2,123,6696,0,2,39,0,0,43|0|0,31|45,0|0,0|0,38|43,37,10,2,0,0,3
3617,2,123,6696,0,2,39,0,0,43|0|0,31|45,0|0,0|0,39|13,37,10,2,0,0,3
3618,2,123,6696,0,2,39,0,0,43|0|0,31|45,0|0,0|0,28|1,37,10,2,0,0,3
3619,2,123,6696,0,2,39,0,0,43|0|0,31|45,0|0,0|0,11|2,37,10,2,0,0,3
3620,2,123,6696,0,2,39,0,0,43|0|0,31|40,0|0,0|0,0|0,15,9,2,0,0,3
3621,2,123,13068,0,2,45,0,0,43|0|0,31|65,0|0,0|0,26|5,50,13,2,0,0,4
3622,2,123,13068,0,2,45,0,0,43|0|0,31|65,0|0,0|0,24|2,50,13,2,0,0,4
3623,2,123,13068,0,2,45,0,0,43|0|0,31|65,0|0,0|0,38|65,50,13,2,0,0,4
3624,2,123,13068,0,2,45,0,0,43|0|0,31|65,0|0,0|0,39|17,50,13,2,0,0,4
3625,2,123,13068,0,2,45,0,0,43|0|0,31|65,0|0,0|0,28|2,50,13,2,0,0,4
3626,2,123,13068,0,2,45,0,0,43|0|0,31|65,0|0,0|0,11|3,50,13,2,0,0,4
3627,2,123,13068,0,2,45,0,0,43|0|0,31|60,0|0,0|0,0|0,20,12,2,0,0,4
3628,2,123,24462,0,2,51,0,0,43|0|0,31|85,0|0,0|0,26|6,63,17,2,0,0,5
3629,2,123,24462,0,2,51,0,0,43|0|0,31|85,0|0,0|0,24|2,63,17,2,0,0,5
3630,2,123,24462,0,2,51,0,0,43|0|0,31|85,0|0,0|0,38|90,63,17,2,0,0,5
3631,2,123,24462,0,2,51,0,0,43|0|0,31|85,0|0,0|0,39|21,63,17,2,0,0,5
3632,2,123,24462,0,2,51,0,0,43|0|0,31|85,0|0,0|0,28|2,63,17,2,0,0,5
3633,2,123,24462,0,2,51,0,0,43|0|0,31|85,0|0,0|0,11|4,63,17,2,0,0,5
3634,2,123,24462,0,2,51,0,0,43|0|0,31|80,0|0,0|0,0|0,25,16,2,0,0,5
3635,2,123,44280,0,2,57,0,0,43|0|0,31|100,0|0,0|0,26|7,79,21,4,0,0,6
3636,2,123,44280,0,2,57,0,0,43|0|0,31|100,0|0,0|0,24|2,79,21,4,0,0,6
3637,2,123,44280,0,2,57,0,0,43|0|0,31|100,0|0,0|0,38|115,79,21,4,0,0,6
3638,2,123,44280,0,2,57,0,0,43|0|0,31|100,0|0,0|0,39|26,79,21,4,0,0,6
3639,2,123,44280,0,2,57,0,0,43|0|0,31|100,0|0,0|0,28|3,79,21,4,0,0,6
3640,2,123,44280,0,2,57,0,0,43|0|0,31|100,0|0,0|0,11|5,79,21,4,0,0,6
3641,2,123,44280,0,2,57,0,0,43|0|0,31|100,0|0,0|0,0|0,32,20,4,0,0,6
